LLchr	LLstart	LLend	LLstrand	LLgeneID	LLgeneSymbol	geneName	Ens99geneIDversion	EntrezGeneID	ZFINgeneID	RefSeqAnnotationNote	Ens99annotationNote
chr19	9212031	9228512	+	LL0000020155	ndufv1	NADH:ubiquinone oxidoreductase core subunit V1	ENSDARG00000036438.7	445291	ZDB-GENE-040808-73	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	54627923	54691717	+	LL0000020156	ndufv2	NADH:ubiquinone oxidoreductase core subunit V2	ENSDARG00000013044.9	393720	ZDB-GENE-040426-1713	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	19518595	19528583	+	LL0000020157	ndufv3	NADH:ubiquinone oxidoreductase subunit V3	ENSDARG00000090389.5	100537318	ZDB-GENE-030131-6500	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	22804980	22892850	-	LL0000020158	neb	nebulin	ENSDARG00000032630.10	566928	ZDB-GENE-041111-216	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	21076585	21084574	-	LL0000020159	nebl	nebulette	ENSDARG00000021200.9	541446	ZDB-GENE-050320-151	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	31437689	31522625	-	LL0000020160	necab1	N-terminal EF-hand calcium binding protein 1	ENSDARG00000056566.8	550546	ZDB-GENE-050417-395	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	21408759	21620818	+	LL0000020161	necab2	N-terminal EF-hand calcium binding protein 2	ENSDARG00000056745.8	565258	ZDB-GENE-050706-167	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	57541776	57620500	+	LL0000020162	necab3	N-terminal EF-hand calcium binding protein 3	ENSDARG00000074794.5	101887165	ZDB-GENE-131121-74	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	10396042	10408029	+	LL0000020163	necap1	NECAP endocytosis associated 1	ENSDARG00000020798.11	393695	ZDB-GENE-040426-1682	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr22	341990	347424	-	LL0000020164	necap2	NECAP endocytosis associated 2	ENSDARG00000046002.9	553536	ZDB-GENE-050522-67	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	22577692	22635262	-	LL0000020165	nectin1a	nectin cell adhesion molecule 1a	ENSDARG00000069767.6	100136836	ZDB-GENE-090224-1	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	42924591	43229370	+	LL0000020166	nectin1b	nectin cell adhesion molecule 1b	ENSDARG00000086034.4	557665	ZDB-GENE-090224-2	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	21448941	21515466	-	LL0000020167	nectin3b	nectin cell adhesion molecule 3b	ENSDARG00000006604.11	541491	ZDB-GENE-050327-14	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	18656969	18700470	-	LL0000020168	nectin4a	nectin cell adhesion molecule 4a	ENSDARG00000077419.6	560512	ZDB-GENE-160728-55	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	58022363	58075526	-	LL0000020169	nectin4b	nectin cell adhesion molecule 4b	ENSDARG00000103148.2	794920	ZDB-GENE-070912-114	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	19541019	19556986	+	LL0000020170	nedd1	NEDD1 gamma-tubulin ring complex targeting factor	ENSDARG00000013472.10	406827	ZDB-GENE-040426-2906	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	507618	610857	+	LL0000020171	nedd4a	NEDD4 E3 ubiquitin protein ligase a	ENSDARG00000099843.2	619412	ZDB-GENE-051005-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	10889152	11054924	-	LL0000020172	nedd4l	NEDD4 like E3 ubiquitin protein ligase	ENSDARG00000060006.8	559634	ZDB-GENE-051118-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	24205034	24207788	+	LL0000020173	nedd8	NEDD8 ubiquitin like modifier	ENSDARG00000007989.7	368667	ZDB-GENE-030616-588	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	38288308	38289751	+	LL0000020174	nedd8l	"NEDD8 ubiquitin like modifier, like"	ENSDARG00000103472.2	436830	ZDB-GENE-040718-295	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	3653907	3707794	+	LL0000020175	nedd9	"neural precursor cell expressed, developmentally down-regulated 9"	ENSDARG00000089878.3	768136	ZDB-GENE-061013-318	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	19007738	19011040	+	LL0000020176	nefla	"neurofilament, light polypeptide a"	ENSDARG00000057568.8	793912	ZDB-GENE-091117-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	6873853	6877390	-	LL0000020177	neflb	"neurofilament, light polypeptide b"	ENSDARG00000012426.13	664698	ZDB-GENE-060312-44	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	19013850	19018455	-	LL0000020178	nefma	"neurofilament, medium polypeptide a"	ENSDARG00000021351.10	553718	ZDB-GENE-050522-205	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	6863462	6866890	+	LL0000020179	nefmb	"neurofilament, medium polypeptide b"	ENSDARG00000043697.7	100033387	ZDB-GENE-070103-4	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	24698137	24703855	-	LL0000020180	negaly6	neuromast-expressed gpi-anchored lymphocyte antigen 6	ENSDARG00000089123.3	100334152	ZDB-GENE-131121-604	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	36942966	37167893	+	LL0000020181	negr1	neuronal growth regulator 1	ENSDARG00000021607.8	445374	ZDB-GENE-040822-27	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	26827140	26833100	-	LL0000020182	neil1	nei-like DNA glycosylase 1	ENSDARG00000018061.9	393253	ZDB-GENE-040426-994	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	36414856	36428437	+	LL0000020183	neil3	nei-like DNA glycosylase 3	ENSDARG00000020079.11	492463	ZDB-GENE-041114-18	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	23668226	23714106	+	LL0000020184	nek1	NIMA-related kinase 1	ENSDARG00000022350.12	556002	ZDB-GENE-040730-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	50114420	50157224	-	LL0000020185	nek10	NIMA-related kinase 10	ENSDARG00000025335.9	100333839	ZDB-GENE-130530-570	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	41171949	41296829	+	LL0000020186	nek11	NIMA-related kinase 11	ENSDARG00000087564.4	101883026	ZDB-GENE-100922-73	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	28425023	28432699	-	LL0000020187	nek12	NIMA-related kinase 12	ENSDARG00000037174.5	548344	ZDB-GENE-050410-11	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	13883131	13894916	+	LL0000020188	nek2	NIMA-related kinase 2	ENSDARG00000005619.9	394025	ZDB-GENE-040426-752	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	3674783	3692657	+	LL0000020189	nek3	NIMA related kinase 3		100536894		Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	multiple overlapping gene/transcript annotations preventing unambiguous assignment of Ens99 gene ID
chr11	3991911	4024087	-	LL0000020190	nek4	NIMA-related kinase 4	ENSDARG00000040152.7	393987	ZDB-GENE-040426-1392	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	8355729	8397373	-	LL0000020191	nek6	NIMA-related kinase 6	ENSDARG00000037963.7	497165	ZDB-GENE-040724-133	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr22	23105059	23228669	-	LL0000020192	nek7	NIMA-related kinase 7	ENSDARG00000056966.6	445223	ZDB-GENE-040801-136	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	15479363	15514080	+	LL0000020193	nek8	NIMA-related kinase 8	ENSDARG00000045626.8	171094	ZDB-GENE-020509-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	53231395	53247086	+	LL0000020194	nek9	NIMA related kinase 9		100334361	ZDB-GENE-160718-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	no overlapping transcript based on gffcompare
chr7	24491966	24508677	+	LL0000020195	nelfa	negative elongation factor complex member A	ENSDARG00000061411.9	559677	ZDB-GENE-030131-6400	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	29548441	29559927	-	LL0000020196	nelfb	negative elongation factor complex member B	ENSDARG00000035505.9	393137	ZDB-GENE-040426-765	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	49781884	49801173	-	LL0000020197	nelfcd	negative elongation factor complex member C/D	ENSDARG00000021097.7	394165	ZDB-GENE-040426-720	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	26922780	26932829	+	LL0000020198	nelfe	negative elongation factor complex member E	ENSDARG00000004343.12	436648	ZDB-GENE-040718-69	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	581058	692366	+	LL0000020199	nell2a	neural EGFL like 2a	ENSDARG00000090690.3	790930	ZDB-GENE-030131-7972	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	14247693	14328997	-	LL0000020200	nell2b	neural EGFL like 2b	ENSDARG00000062797.8	336082	ZDB-GENE-030131-8026	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	31942040	31953643	+	LL0000020201	nemp1	nuclear envelope integral membrane protein 1	ENSDARG00000073899.6	555733	ZDB-GENE-090313-182	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	41459759	41481650	+	LL0000020202	nemp2	nuclear envelope integral membrane protein 2	ENSDARG00000061062.8	564612	ZDB-GENE-081104-413	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	45395846	45402961	+	LL0000020203	nenf	neudesin neurotrophic factor	ENSDARG00000040192.9	571299	ZDB-GENE-050320-129	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	53754652	54089325	+	LL0000020204	neo1a	neogenin 1a	ENSDARG00000102855.2	266983	ZDB-GENE-021031-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	2776511	3012872	+	LL0000020205	neo1b	neogenin 1b	ENSDARG00000102069.2	100332721	ZDB-GENE-131121-320	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	27381318	27391908	-	LL0000020206	nepro	nucleolus and neural progenitor protein	ENSDARG00000043566.6	550343	ZDB-GENE-030131-5651	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr16	29043813	29057849	+	LL0000020207	nes	nestin	ENSDARG00000088805.3	100150939	ZDB-GENE-071119-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	11573471	11603162	-	LL0000020208	net1	neuroepithelial cell transforming 1	ENSDARG00000032765.7	493607	ZDB-GENE-041121-18	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	30463677	30480455	+	LL0000020209	neto1	neuropilin (NRP) and tolloid (TLL)-like 1	ENSDARG00000068483.5	556922	ZDB-GENE-070912-592	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	15897558	16136685	+	LL0000020210	neto1l	"neuropilin (NRP) and tolloid (TLL)-like 1, like"	ENSDARG00000071596.9	100331363	ZDB-GENE-091207-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	26807461	26823768	-	LL0000020212	neu1	neuraminidase 1	ENSDARG00000008832.11	559850	ZDB-GENE-060503-592	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	21791343	21796514	+	LL0000020213	neu3.1	"sialidase 3 (membrane sialidase), tandem duplicate 1"	ENSDARG00000096382.3	780844	ZDB-GENE-061201-39	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	21796663	21799292	+	LL0000020214	neu3.2	"sialidase 3 (membrane sialidase), tandem duplicate 2"	ENSDARG00000010047.9	445250	ZDB-GENE-040801-262	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	21803363	21809107	+	LL0000020215	neu3.3	"sialidase 3 (membrane sialidase), tandem duplicate 3"	ENSDARG00000058327.7	555206	ZDB-GENE-061103-511	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	21811867	21813776	+	LL0000020216	neu3.4	"sialidase 3 (membrane sialidase), tandem duplicate 4"	ENSDARG00000096381.2	793046	ZDB-GENE-071220-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	21817587	21819946	+	LL0000020217	neu3.5	"sialidase 3 (membrane sialidase), tandem duplicate 5"	ENSDARG00000096368.3	100000684	ZDB-GENE-071220-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	2490204	2497568	-	LL0000020218	neu4	sialidase 4	ENSDARG00000057677.6	553569	ZDB-GENE-050522-125	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	47701924	47771742	-	LL0000020219	neurl1aa	neuralized E3 ubiquitin protein ligase 1Aa	ENSDARG00000069438.5	561943	ZDB-GENE-090311-3	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	20500229	20518626	+	LL0000020220	neurl1ab	neuralized E3 ubiquitin protein ligase 1Ab	ENSDARG00000061773.6	767739	ZDB-GENE-060929-1210	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	15662563	15740090	-	LL0000020221	neurl1b	neuralized E3 ubiquitin protein ligase 1B	ENSDARG00000099694.2	553620	ZDB-GENE-050522-102	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	18524953	18527221	+	LL0000020222	neurl2	neuralized E3 ubiquitin protein ligase 2	ENSDARG00000062446.5	560768	ZDB-GENE-070410-31	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	22449180	22509385	-	LL0000020223	neurl4	neuralized E3 ubiquitin protein ligase 4	ENSDARG00000078127.4	555331	ZDB-GENE-100318-4	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	44291721	44295071	-	LL0000020224	neurod1	neuronal differentiation 1	ENSDARG00000019566.7	30169	ZDB-GENE-990415-172	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	14920088	14922955	-	LL0000020225	neurod2	neuronal differentiation 2	ENSDARG00000016854.9	114435	ZDB-GENE-010608-3	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	28343988	28347039	-	LL0000020226	neurod4	neuronal differentiation 4	ENSDARG00000003469.8	266958	ZDB-GENE-030730-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	32411753	32474949	+	LL0000020227	neurod6a	neuronal differentiation 6a	ENSDARG00000040008.8	114414	ZDB-GENE-010608-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	50608064	50629155	+	LL0000020228	neurod6b	neuronal differentiation 6b	ENSDARG00000020794.10	114415	ZDB-GENE-010608-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	26703331	26704829	-	LL0000020229	neurog1	neurogenin 1	ENSDARG00000056130.5	30239	ZDB-GENE-990415-174	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	25758658	25762391	+	LL0000020230	neurog3	neurogenin 3	ENSDARG00000016951.7	114411	ZDB-GENE-010608-4	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	23117630	23132395	+	LL0000020231	nexmifa	neurite extension and migration factor a	ENSDARG00000089271.4	101882707	ZDB-GENE-110411-102	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	11103718	11268376	+	LL0000020232	nexmifb	neurite extension and migration factor b	ENSDARG00000029296.4	796115	ZDB-GENE-140106-18	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	18515711	18537888	-	LL0000020233	nexn	nexilin (F actin binding protein)	ENSDARG00000057317.9	573301	ZDB-GENE-041114-92	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	30857418	30984827	-	LL0000020234	nf1a	neurofibromin 1a	ENSDARG00000012982.11	326708	ZDB-GENE-030131-4907	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	37268582	37399028	+	LL0000020235	nf1b	neurofibromin 1b	ENSDARG00000004184.12	564518	ZDB-GENE-091111-4	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	11724428	11809710	-	LL0000020236	nf2a	neurofibromin 2a (merlin)	ENSDARG00000020204.9	561184	ZDB-GENE-080722-7	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	25801273	25819707	+	LL0000020237	nf2b	neurofibromin 2b (merlin)	ENSDARG00000025567.10	405887	ZDB-GENE-040622-3	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	23704375	23884805	+	LL0000020238	nfasca	neurofascin homolog (chicken) a	ENSDARG00000061099.7	100141490	ZDB-GENE-080229-6	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	37093267	37121383	-	LL0000020239	nfat5a	nuclear factor of activated T cells 5a	ENSDARG00000020872.9	334390	ZDB-GENE-030131-6322	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	67325672	67423369	+	LL0000020240	nfat5b	nuclear factor of activated T cells 5b	ENSDARG00000102556.2	555802	ZDB-GENE-140106-7	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	22216778	22305113	+	LL0000020241	nfatc1	nuclear factor of activated T cells 1	ENSDARG00000036168.8	568315	ZDB-GENE-060503-677	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	39085439	39165592	+	LL0000020242	nfatc2a	nuclear factor of activated T cells 2a	ENSDARG00000100927.2	100333254	ZDB-GENE-120913-4	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	55221490	55254786	-	LL0000020243	nfatc2b	nuclear factor of activated T cells 2b	ENSDARG00000079972.4	571865	ZDB-GENE-120913-5	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	15476536	15487111	-	LL0000020244	nfatc2ip	nuclear factor of activated T cells 2 interacting protein	ENSDARG00000011360.8	337574	ZDB-GENE-030131-9520	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	34823533	34927964	-	LL0000020245	nfatc3a	nuclear factor of activated T cells 3a	ENSDARG00000076297.5	561772	ZDB-GENE-041111-41	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	36218675	36248053	-	LL0000020246	nfatc3b	nuclear factor of activated T cells 3b	ENSDARG00000051729.7	566869	ZDB-GENE-100922-25	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	37775653	37803629	-	LL0000020247	nfatc4	nuclear factor of activated T cells 4	ENSDARG00000054162.9	561682	ZDB-GENE-070912-659	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	36310759	36319736	-	LL0000020248	nfe2	"nuclear factor, erythroid 2"	ENSDARG00000020606.8	317765	ZDB-GENE-030124-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	24071575	24093203	-	LL0000020249	nfe2l1a	"nuclear factor, erythroid 2-like 1a"	ENSDARG00000030616.9	405781	ZDB-GENE-040630-5	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	28843905	28866179	+	LL0000020250	nfe2l1b	"nuclear factor, erythroid 2-like 1b"	ENSDARG00000076533.5	558772	ZDB-GENE-120319-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	1654266	1683368	+	LL0000020251	nfe2l2a	"nuclear factor, erythroid 2-like 2a"	ENSDARG00000042824.7	360149	ZDB-GENE-030723-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	10888565	10902916	-	LL0000020252	nfe2l2b	"nuclear factor, erythroid 2-like 2b"	ENSDARG00000089697.4	100873093	ZDB-GENE-120320-3	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	18143591	18152942	-	LL0000020253	nfe2l3	"nuclear factor, erythroid 2-like 3"	ENSDARG00000019810.7	406512	ZDB-GENE-040426-2334	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr22	16835699	17053602	-	LL0000020254	nfia	nuclear factor I/A	ENSDARG00000062420.7	556665	ZDB-GENE-050208-501	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	20621382	20819424	+	LL0000020255	nfic	nuclear factor I/C	ENSDARG00000043210.8	100005568	ZDB-GENE-080305-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	5414224	5419256	+	LL0000020256	nfil3	"nuclear factor, interleukin 3 regulated"	ENSDARG00000042977.5	445509	ZDB-GENE-040822-28	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	14081352	14092521	-	LL0000020257	nfil3-2	"nuclear factor, interleukin 3 regulated, member 2"		792516	ZDB-GENE-110929-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	no overlapping transcript based on gffcompare
chr6	8151703	8155802	+	LL0000020258	nfil3-3	"nuclear factor, interleukin 3 regulated, member 3"	ENSDARG00000116941.1	799271	ZDB-GENE-081022-142	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
